"opportunity_id","opportunity_name","category","opportunity_code","tracking_questions"
"Opportunity#0000000010GRCPKQQN1R3B5EHV","AI and Machine Learning for Business Transformation","Masterclass","S1SMKDN","[{""code"": ""QUNPI9P"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QL59T8T"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q3OQWMA"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010GY750VQNN9ZKZGHX","PodCraft: Mastering Podcast Creation","Event","EU3OBAG","[{""code"": ""QVHM3ZR"", ""ans_type"": ""boolean"", ""question"": ""Submission: Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q8AYOJ4"", ""ans_type"": ""boolean"", ""question"": ""Submission: Feedback Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QROW17L"", ""ans_type"": ""boolean"", ""question"": ""Submission: Reflection Video"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QS7RBXZ"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010H0RK8KWP7825QRN0","Macro Impact on Personal Finance","Course","U5YEFSN","[{""code"": ""QG2AL73"", ""ans_type"": ""boolean"", ""question"": ""Completed course and submitted Reflective video"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q6K77SM"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010J26Z5B7VZ9412268","Pepagora27s Market Mastery Challenge","Competition","MC8JP32","[{""code"": ""QXCV9CO"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QTR11R0"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QZ8URJN"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010JB6ZXKSEENQP5KCS","Financial Controller","Career","A1K1ITG","[{""code"": ""QB3K3XR"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate performed consistently through the tenure?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QQ9K7LI"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010JEXNZCNFB1JEV6P2","Digital Wellness and Mindful Tech Use in the 21st Century","Course","U8NLMQ3","[{""code"": ""QCANA3T"", ""ans_type"": ""boolean"", ""question"": ""Submitted All Deliverables"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QOJ37E1"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection Video"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QR9SMPL"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMLWDA9"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010KGWV99FNA69VJGEF","AI Health Care Challenge","Competition","MIORER3","[{""code"": ""QYDEZG3"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""-3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QORO8JQ"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QQWT6N0"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010Q7ND7T2AXVFRQ5EZ","Leadership Training Summit","Event","E5LSP0I","[{""code"": ""QHJ4I8E"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QEIIEJF"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection Video"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#0000000010KMTAJJZCPRAHGWMG","The Happiness Project – Exploring the Science and Philosophy of Well-Being","Event","EF8URPJ","[{""code"": ""QFPE3BF"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QU6G5CO"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective video ?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QTFZ83T"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010KP9ZX14FYAA3R5KZ","Digital Marketing","Internship","ITP4JHB","[{""code"": ""QPWUK40"", ""ans_type"": ""boolean"", ""question"": ""Orientation Attended"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q49KBYZ"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QT9NJ09"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QKJ304A"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QBRVDGS"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q06QZV5"", ""ans_type"": ""boolean"", ""question"": ""Final Presentation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q89NKEK"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010QZNT384EADTQG7XK","Tech innovators : Exploring Careers in Technology","Course","U7TQX04","[{""code"": ""Q19AE6C"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QBUN9L5"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QLPMIL1"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010KQS9NGMHE6THTKFF","AI-Powered Data Insights Virtual Internship","Internship","I6XI9CR","[{""code"": ""QOJPTN4"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q5GQKBQ"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QYC3YXJ"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QBXJ6D1"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QCGR64A"", ""ans_type"": ""boolean"", ""question"": ""Feedback and Reflection Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""5"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QB45MFO"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010MH21K6RRDZNNPD7A","Digital Literacy and Communication Workshop","Event","EP56TOM","[{""code"": ""QM0NI7D"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QTZMC3C"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QR3YXTR"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010NPA9Z9DD6H6BHT5V","Senior Digital Marketing Manager","Career","A6NEI7F","[{""code"": ""Q585NKL"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate performed his duties to the best of his abilities during his time at Pepagora?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QEROAKM"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010NSA6F6S3WXRRFD8H","Podcast Creation Challenge: Ignite the Airwaves","Competition","MAGWCSP","[{""code"": ""QP6OJ9D"", ""ans_type"": ""boolean"", ""question"": ""Submission: Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QTX09O0"", ""ans_type"": ""boolean"", ""question"": ""Submission: Feedback Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWWZTYO"", ""ans_type"": ""boolean"", ""question"": ""Submission: Reflection Video"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QOB6CA9"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010P4DE5BJ13GY8A21Q","Budgeting for Sustainability Challenge","Competition","MY1G3VF","[{""code"": ""Q28030A"", ""ans_type"": ""boolean"", ""question"": ""Submitted Assignment?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QDTAX9E"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QDXV95P"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010PBWJQZY7SK9ZX4EM","Human-Centric Design Thinking Workshop","Event","EIUQMXF","[{""code"": ""QY4RD4G"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QEDG6EH"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QVFFGCA"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010Q3NK8RDGVXQPW99G","CloudCraft: Mastering Cloud Solutions","Event","E8JV0Q5","[{""code"": ""Q5CYIOU"", ""ans_type"": ""boolean"", ""question"": ""Attended Workshop"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q0LHZFN"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q6QET4F"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QFGXJWI"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010QDA2PJWBHR84XNKH","Crafting Your Personal Brand Workshop","Event","E8B2TZ7","[{""code"": ""Q9QPW04"", ""ans_type"": ""boolean"", ""question"": ""Attended the workshop"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QRTKHHR"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q3EFB10"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#0000000010QTQPXW7FMBZ7CFS1","Innovation and Entrepreneurship","Internship","ICKXVLL","[{""code"": ""QZGZO6A"", ""ans_type"": ""boolean"", ""question"": ""Orientation Attended"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QN3W1ZM"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q41QW94"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QH0FCOQ"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QZ2JZBF"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMP9GC8"", ""ans_type"": ""boolean"", ""question"": ""Final Presentation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q78K1UL"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010RQJXA9NNKDEW5RCF","UX Redesign Challenge","Competition","MEXA1GG","[{""code"": ""QCY0ZX3"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q6DZZEA"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QUJWARP"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QKBWYKQ"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010S3QGG0CVYW2P24X2","Block Chain Essentials Masterclass","Masterclass","S4P36BV","[{""code"": ""QDYJOVF"", ""ans_type"": ""boolean"", ""question"": ""Attended all masterclasses"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q8FJ3N9"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q16J591"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010TWFCDPG1A719K5V5","Outreach Associate","Career","A0AF7TH","[{""code"": ""Q5XS9QJ"", ""ans_type"": ""boolean"", ""question"": ""Was their performance consistent in their tenure at Excelerate as Outreach Associate?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QZBEJ74"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010V5AY3X7EHHJ8GVH1","Business Accelerator","Internship","I89D6WG","[{""code"": ""Q9VRI1Z"", ""ans_type"": ""boolean"", ""question"": ""Have you submitted the week 4 deliverable? "", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QCZX0G5"", ""ans_type"": ""boolean"", ""question"": ""Have you submitted week 3 deliverables? "", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QICMKSL"", ""ans_type"": ""boolean"", ""question"": ""Have you submitted week 2 deliverable? "", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q717819"", ""ans_type"": ""boolean"", ""question"": ""Have you submitted the week 1 deliverable?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q9RKCLR"", ""ans_type"": ""boolean"", ""question"": ""Have you attended the onboarding meeting?"", ""is_frozen"": ""false""}, {""code"": ""QG9UO9Q"", ""ans_type"": ""boolean"", ""question"": ""Have you attended the progress calls for week 1? "", ""is_frozen"": ""false""}, {""code"": ""QKUWHW6"", ""ans_type"": ""boolean"", ""question"": ""Have you attended week 2 Action Review Meeting? "", ""is_frozen"": ""false""}, {""code"": ""QAKSU2L"", ""ans_type"": ""boolean"", ""question"": ""Have you attended the progress calls for week 2? "", ""is_frozen"": ""false""}, {""code"": ""Q2G2OEG"", ""ans_type"": ""boolean"", ""question"": ""Have you attended week 3 action review meeting? "", ""is_frozen"": ""false""}, {""code"": ""Q0G7D51"", ""ans_type"": ""boolean"", ""question"": ""Have you attended week progress calls for week 3? "", ""is_frozen"": ""false""}, {""code"": ""QEJRXU3"", ""ans_type"": ""boolean"", ""question"": ""Have you attended week 4 Action Review Meeting? "", ""is_frozen"": ""false""}, {""code"": ""QGC9KU2"", ""ans_type"": ""boolean"", ""question"": ""Have you attended the progress calls taken during week 4? "", ""is_frozen"": ""false""}, {""code"": ""Q44Z09O"", ""ans_type"": ""boolean"", ""question"": ""Have you attended the final presentation call with Grant Thornton?"", ""is_frozen"": ""false""}, {""code"": ""QVFTQHQ"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false""}]"
"Opportunity#0000000010VCWKGF64S12KJ9RC","Dust Extraction Challenge - Phase 1","Competition","M4LVLF8","[{""code"": ""Q097ABT"", ""ans_type"": ""boolean"", ""question"": ""Submitted Assignment ?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWQO2BV"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective video ?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QQE8H8C"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010VE2S04K2DC3VYSFM","Strategic Career Planning","Event","E5KKOWP","[{""code"": ""QFZIP0O"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q3WYTUR"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QK9CY5Z"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010W2V3J7W4ZTKG4GW9","Future of Education: Tech-Enabled Learning","Masterclass","SSJZTI1","[{""code"": ""Q5IG1NA"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QLJTXBG"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q69SB41"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010X2B85MQE0B6RNEPS","Unlock the Secrets of China’s Ecological Diversity: A Cultural Adventure Awaits!","Engagement","NH1KZWH","[{""code"": ""QMOWDLO"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q883U3Y"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010X8EP3RF4PASKR1D2","Jumpstart 2.0","Course","UK7ZV5H","[{""code"": ""QXEIZO9"", ""ans_type"": ""boolean"", ""question"": ""Not Applicable"", ""is_frozen"": ""false""}, {""code"": ""QIBVK2B"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false""}]"
"Opportunity#0000000010XMCZFBX29G131KHG","Talent Acquisition Lead","Career","APETG2L","[{""code"": ""QPXMASY"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate successfully completed the opportunity with Pepagora?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QV303JY"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010Y4C28SY72VAC5CAB","Talent Management Associate","Career","A2S2WSK","[{""code"": ""Q1GL9B7"", ""ans_type"": ""number"", ""question"": ""How was their performance during their tenure( rate between 1-10)"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QM0XN59"", ""ans_type"": ""boolean"", ""question"": ""Have they taken intiative to collaborate to work on the tasks?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QX7B0PC"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010Y6FBMAKXMP4PBWM0","Final Video Reflection – Your Journey, Captured","Engagement","NSNCSUW","[{""code"": ""QNZK3PE"", ""ans_type"": ""boolean"", ""question"": ""Deliverables Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q39GTNP"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010YM7EFAPFPZPDZVE9","Design Dynamics: Journey into Creative Solutions","Event","EVX291M","[{""code"": ""QJ11D98"", ""ans_type"": ""boolean"", ""question"": ""Submission: Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QN5W6HS"", ""ans_type"": ""boolean"", ""question"": ""Submission: Feedback Form "", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QKURP3B"", ""ans_type"": ""boolean"", ""question"": ""Submission: Reflection Video"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QQ130BG"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010ZWEXVFZSARHJSEH4","Managing and Empowering a Remote Workforce","Masterclass","SBVHC85","[{""code"": ""QKL2XV7"", ""ans_type"": ""boolean"", ""question"": ""Submitted all Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QQMJ1LD"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QIAUIIA"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
